step,loss,wall_s,tokens_per_s
74,2.383864164352417,0.007003040999997268,877333.1471288541
75,2.3935818672180176,0.006943542000001912,884850.9881553692
76,2.3900530338287354,0.006930083000000309,886569.4682155648
77,2.4111130237579346,0.006791083000003084,904715.7868630394
78,2.4136295318603516,0.006781582999998648,905983.1605690331
79,2.3668134212493896,0.006843791999997961,897747.9151911441
80,2.410109519958496,0.007023457999999039,874782.7637042666
81,2.377948760986328,0.006807084000001851,902589.1262688002
82,2.3643434047698975,0.00688433300000213,892461.1868714223
83,2.3643903732299805,0.007089208000003566,866669.4502399858
84,2.383648157119751,0.007000208000000896,877688.2058360571
85,2.382854461669922,0.0076241249999995375,805862.9678816091
86,2.3755898475646973,0.008020458000004282,766041.0415460962
87,2.389662504196167,0.0070300830000036285,873958.3871195872
88,2.3844399452209473,0.007054082999999878,870984.9317055253
89,2.3495006561279297,0.006867665999997996,894627.0829131459
90,2.3720998764038086,0.008046249999999588,763585.5212055696
91,2.3607065677642822,0.0081837500000006,750756.071483067
92,2.3912603855133057,0.0072679999999962774,845349.4771605871
93,2.3827567100524902,0.006958583999995938,882938.2529554269
94,2.3348639011383057,0.006925916000000143,887102.8756340494
95,2.357131242752075,0.006929165999999043,886686.7960734161
96,2.324404716491699,0.006883999999999446,892504.357931507
97,2.369001626968384,0.006980833999996605,880124.0654057936
98,2.3516108989715576,0.00697662500000007,880655.0445236685
99,2.343437433242798,0.006927374999996516,886916.0396258453
100,2.379906415939331,0.0068786659999986455,893196.4424499184
101,2.3613874912261963,0.009357542000003605,656582.6795110974
102,2.3517401218414307,0.007778749999999945,789844.1266270343
103,2.3855865001678467,0.00798720799999586,769229.9987684288
104,2.349806547164917,0.007177916999999923,855958.629780766
105,2.361729383468628,0.0072832920000038825,843574.5813839023
106,2.346900224685669,0.007013041999996972,876082.0197572827
107,2.346961736679077,0.007122957999996515,862562.9970025101
108,2.3443686962127686,0.006925917000003778,887102.7475490463
109,2.337444305419922,0.008576000000005024,716417.9104473415
110,2.3524534702301025,0.008058333000008133,762440.5692832251
111,2.3363749980926514,0.007090750000003254,866480.9787395099
112,2.3714892864227295,0.007029082999991942,874082.7217443645
113,2.3370344638824463,0.006974667000008594,880902.2710320692
114,2.3090779781341553,0.007208417000001077,852336.9277885952
115,2.3273229598999023,0.006787333000005447,905215.6421373565
116,2.3370718955993652,0.006847249999992755,897294.5343030415
117,2.341562509536743,0.006952083000001608,883763.9021281218
118,2.331540822982788,0.006926124999992567,887076.1067706104
119,2.3258450031280518,0.006876000000005433,893542.7574163969
120,2.353886604309082,0.006961875000001783,882520.8726095236
121,2.3429677486419678,0.007141916999998443,860273.2291626099
122,2.3294544219970703,0.006809167000000116,902313.0142056871
123,2.3233282566070557,0.0073538339999998925,835482.5523665736
124,2.3095486164093018,0.006851416999992921,896748.8039344779
125,2.306323528289795,0.006741500000003953,911369.8731730917
126,2.3281917572021484,0.006814958999996179,901546.1428312988
127,2.3212509155273438,0.007818874999998116,785790.7947117048
128,2.3232171535491943,0.007031582999999841,873771.9514937303
129,2.312944173812866,0.006812000000010698,901937.7568981724
130,2.3186025619506836,0.006941083000000958,885164.4620874224
131,2.3179595470428467,0.006792167000000404,904571.3982002555
132,2.3170621395111084,0.006763459000012517,908410.9181394652
133,2.3105099201202393,0.00817924999999775,751169.1169730341
134,2.3340024948120117,0.007152041000011877,859055.4780082771
135,2.308805465698242,0.006920583000010083,887786.4769472526
136,2.2985799312591553,0.012025875000006181,510898.37537782843
137,2.279569387435913,0.010977582999998958,559686.0438222679
138,2.3150594234466553,0.008190541000004714,750133.5992331231
139,2.3023605346679688,0.007373166999997238,833291.8540977441
140,2.326349973678589,0.011601166999994916,529601.8926374124
141,2.3012535572052,0.00819141700000614,750053.3790424044
142,2.2893173694610596,0.007169875000002435,856918.7049980528
143,2.2732887268066406,0.008469542000000274,725422.9331408712
144,2.269582986831665,0.00891008300000351,689555.8660898646
145,2.2941524982452393,0.01036179199999765,592947.6291360987
146,2.300328254699707,0.008243249999992486,745337.0939866679
147,2.2865278720855713,0.013044832999995037,470991.08129650546
148,2.314767837524414,0.01167641700000388,526188.8128865181
149,2.282954216003418,0.008262583000004042,743593.1354634494
150,2.3003695011138916,0.007654916999996431,802621.3739486483
151,2.265310525894165,0.008519582999994668,721162.0568757702
152,2.291343927383423,0.008318708000004449,738576.2308277576
153,2.2572133541107178,0.014546083999988468,422381.7214313399
154,2.2747573852539062,0.007351083999992625,835795.1017844666
155,2.289078950881958,0.008105624999998895,757992.1350914751
156,2.272671699523926,0.008626208999999108,712247.987499565
157,2.2606747150421143,0.008490582999996832,723625.2210245507
158,2.282527446746826,0.007751124999998638,792659.1301264113
159,2.2567715644836426,0.00814691600000117,754150.4048893001
160,2.2508537769317627,0.008115957999990542,757027.0817083035
161,2.274167060852051,0.007427000000006956,827251.9186743295
162,2.2698888778686523,0.00833262500000842,737342.6741265558
163,2.309051513671875,0.007641666000012037,804013.1562921386
164,2.2755863666534424,0.007054624999994985,870918.0147781586
165,2.269888162612915,0.007027583999999365,874269.1656194441
166,2.246042490005493,0.006940333000002852,885260.1164810789
167,2.2408199310302734,0.006903416000000107,889994.1710017049
168,2.2490639686584473,0.006817875000010076,901160.5522235183
169,2.2658541202545166,0.0070164999999917654,875650.2529761577
170,2.2360963821411133,0.00688441700000908,892450.2975330949
171,2.2555792331695557,0.006844125000000645,897704.2353842779
172,2.240769147872925,0.00683091599999841,899440.1336513917
173,2.2292098999023438,0.008142167000002587,754590.2706242758
174,2.1906235218048096,0.00875725000000216,701590.1110506706
175,2.231513023376465,0.008335291999998162,737106.7504295416
176,2.2261855602264404,0.00806512499998746,761798.4842156263
177,2.192645788192749,0.007572834000001194,811321.0985476548
178,2.2191431522369385,0.006929291000005833,886670.8008070131
179,2.242061138153076,0.006902582999998685,890101.5750192602
180,2.221010446548462,0.006960957999993411,882637.1312692615
181,2.1979243755340576,0.006823916999991297,900362.6509536731
182,2.1885294914245605,0.007078167000003077,868021.3394226682
183,2.211536407470703,0.006910458999996649,889087.1069494775
184,2.1887552738189697,0.008008083000007105,767224.815226634
185,2.2220869064331055,0.008100833000000307,758440.520869862
186,2.205841302871704,0.008383207999997921,732893.6607563028
187,2.2245445251464844,0.008438374999997222,728102.2708758526
188,2.1832313537597656,0.008142167000002587,754590.2706242758
189,2.2067220211029053,0.008268790999991893,743034.8644688231
190,2.190629243850708,0.007386582999998836,831778.3743851477
191,2.2162015438079834,0.00714262500000018,860187.9561085518
192,2.2251453399658203,0.007040458000005856,872670.4995605242
193,2.1887152194976807,0.007270791999999915,845024.8611155527
194,2.195007562637329,0.006926458000009461,887033.4592358184
195,2.1764869689941406,0.007044291999989127,872195.5307942207
196,2.1932265758514404,0.007002583000002005,877390.5286089777
197,2.2005491256713867,0.008250416999999288,744689.6320513897
198,2.1861464977264404,0.007178082999999447,855938.8349229834
199,2.174717664718628,0.007053874999996879,871010.6147334223
200,2.168532133102417,0.006970291999991218,881455.1815057017
201,2.1706719398498535,0.009172290999998722,669843.5538079697
202,2.1617519855499268,0.008573291999994126,716644.2015510739
203,2.176510810852051,0.014297999999996591,429710.44901395054
204,2.129194498062134,0.007473875000002295,822063.52126549
205,2.1761362552642822,0.007223916000000941,850508.2285008851
206,2.1862714290618896,0.0070206250000097725,875135.7607038473
207,2.1607301235198975,0.007291541000000734,842620.2362435295
208,2.1526362895965576,0.007153500000001145,858880.2683999464
209,2.1520726680755615,0.008067166999992992,761605.6541293043
210,2.1762444972991943,0.00772549999999228,795288.3308531668
211,2.1518361568450928,0.007004875000006905,877103.4458136575
212,2.1516273021698,0.010172708999988345,603968.913296059
213,2.1415693759918213,0.013053291999995054,470685.8622332457
214,2.149125814437866,0.0129652500000077,473882.107942103
215,2.146829843521118,0.011811875000006467,520154.50552910834
216,2.097435235977173,0.012840582999984917,478482.94738698524
217,2.1415328979492188,0.008090832999982922,759377.9280839153
218,2.149014472961426,0.007370750000006865,833565.1053141509
219,2.172109365463257,0.007210874999998396,852046.3882679102
220,2.1439921855926514,0.008146208999988858,754215.8567265342
221,2.145429849624634,0.007152082999994036,859050.433280084
222,2.1131515502929688,0.007028958000006469,874098.266057977
223,2.1444146633148193,0.00698391699998524,879735.5409597487
224,2.13004994392395,0.006879083000001174,893142.2981811605
225,2.1186981201171875,0.00694933299999434,884113.6264451573
226,2.1071014404296875,0.007473624999988715,822091.0200885484
227,2.1192405223846436,0.006885665999988078,892288.4148041218
228,2.10996675491333,0.007137416000006169,860815.7349935452
229,2.1248607635498047,0.0070121249999886,876196.5880542615
230,2.118454694747925,0.006764333000006673,908293.5449798139
231,2.1146137714385986,0.0067793750000078035,906278.2336119374
232,2.0843772888183594,0.008170042000017474,752015.7179102456
233,2.0615808963775635,0.007119041000009929,863037.5917193665
234,2.064398765563965,0.0069317090000140524,886361.5019019905
235,2.0654184818267822,0.006790332999997872,904815.7137509935
236,2.0864346027374268,0.007382208999985096,832271.2077120012
237,2.069093942642212,0.007340959000003977,836947.8701620145
238,2.0912325382232666,0.010167792000004283,604260.9840954075
239,2.0500009059906006,0.01905129200000033,322497.8127467625
240,2.089967966079712,0.008179291000004696,751165.3516174535
241,2.1181111335754395,0.00763104099999623,805132.6155898042
242,2.075871706008911,0.009652667000011661,636508.0241546277
243,2.0729167461395264,0.008032708000001776,764872.8174855405
244,2.0788447856903076,0.007032208999987688,873694.1692163525
245,2.0508317947387695,0.006843999999972539,897720.6312134209
246,2.05578875541687,0.007150916999989931,859190.5066173542
247,2.0763492584228516,0.006889082999975926,891845.8378308797
248,2.003397226333618,0.006976667000003545,880649.7429212084
249,2.0094783306121826,0.0069418330000132755,885068.8283610756
250,2.0728886127471924,0.007956415999984756,772206.9836483878
251,2.056002378463745,0.009625958000015089,638274.1333372085
252,2.044628143310547,0.008447082999992972,727351.6786806892
253,2.027269124984741,0.014922167000008812,411736.44551735494
254,1.9938958883285522,0.007537832999986449,815088.3682367393
255,2.0157582759857178,0.007329833000000008,838218.2786429095
256,2.001695394515991,0.007583415999988574,810188.9702489297
257,2.032001495361328,0.007175291999999445,856271.7726331522
258,1.992099404335022,0.007090207999993936,866547.2155408212
259,1.9706511497497559,0.006894499999987147,891145.1156735737
260,2.044346570968628,0.007608582999978353,807509.0986084373
261,2.002962350845337,0.006984207999977343,879698.8864048624
262,1.9397484064102173,0.007182083999992983,855462.007963984
263,1.947835922241211,0.007158666999998786,858260.3437205616
264,2.003343343734741,0.006878124999985857,893266.6969577658
265,2.0112380981445312,0.006873541000004479,893862.4211299527
266,1.9985003471374512,0.006924375000011196,887300.297859383
267,1.9590848684310913,0.007703625000004877,797546.6095501937
268,2.0251500606536865,0.007113209000010556,863745.1816741055
269,1.9763132333755493,0.007049249999994345,871582.0832010397
270,1.9875365495681763,0.006849333999980445,897021.520635078
271,1.9695080518722534,0.0070433750000233886,872309.0847753524
272,1.9709612131118774,0.006886833999999453,892137.0836004596
273,1.9851707220077515,0.0067922079999789275,904565.937912835
274,1.9766889810562134,0.008170000000006894,752019.5838426946
275,1.978176236152649,0.007052958000002718,871123.8603714402
276,1.940574049949646,0.006840707999998585,898152.64735774
277,1.9560155868530273,0.006933624999987842,886116.5696170147
278,2.017287492752075,0.006825749999990194,900120.865840212
279,1.9400209188461304,0.006872082999990425,894052.0654375915
280,1.9660104513168335,0.006826165999996192,900066.0107010916
281,1.9614825248718262,0.006835708000011209,898809.603919583
282,1.9425491094589233,0.006877957999989803,893288.3858856232
283,1.8856242895126343,0.0071704590000081225,856848.9130184051
284,1.9567536115646362,0.008145249999984117,754304.6560893749
285,1.914851188659668,0.007172375000010334,856620.0177753043
286,1.8915133476257324,0.007008457999972961,876655.0359613632
287,1.8979355096817017,0.007193083000004208,854153.9142529574
288,1.904202938079834,0.007069374999986167,869100.875255878
289,1.9873580932617188,0.007998458000002984,768148.0605383823
290,1.9115337133407593,0.007981499999999642,769780.1165194858
291,1.8817071914672852,0.0069955419999985224,878273.620543097
292,1.8816184997558594,0.007406166999999186,829578.9171376604
293,1.8810243606567383,0.007096625000002632,865763.6552583405
294,1.8955644369125366,0.006982208000010814,879950.8694084283
295,1.8543027639389038,0.006984667000011768,879641.0766597245
296,1.9168715476989746,0.007141958999994813,860268.1701203356
297,1.8572527170181274,0.008150459000006549,753822.576126702
298,1.8877758979797363,0.006949958000006973,884034.1193419925
299,1.8495928049087524,0.007880499999998847,779645.9615507771
300,1.816466212272644,0.007363209000004645,834418.7975645027
301,1.8232502937316895,0.008751832999990938,702024.364496713
302,1.8366384506225586,0.008350833000008606,735734.9859581275
303,1.7947336435317993,0.014102790999999115,435658.4451971518
304,1.8260775804519653,0.007404917000002342,829718.9556612257
305,1.839575171470642,0.007193833000002314,854064.8636127672
306,1.8827232122421265,0.0071444579999990765,859967.2641368728
307,1.8345609903335571,0.007043791000000965,872257.5669833415
308,1.8149327039718628,0.00696445899998821,882193.4338346167
309,1.7798744440078735,0.007060041000016781,870249.9036457998
310,1.782861351966858,0.007513415999994777,817737.2316406107
311,1.8398284912109375,0.007010042000018757,876456.9456193787
312,1.753879189491272,0.006900334000022212,890391.6824867061
313,1.8707870244979858,0.006998291999991579,877928.5002694075
314,1.7707624435424805,0.00680383299999221,903020.4004135662
315,1.8111238479614258,0.0068028329999947346,903153.1422283562
316,1.8421939611434937,0.00680274999999142,903164.1615534525
317,1.7899354696273804,0.006949082999994971,884145.4332901832
318,1.7571005821228027,0.006777792000008276,906489.9011348384
319,1.775445818901062,0.006745249999994485,910863.2000303953
320,1.7396249771118164,0.008098625000002357,758647.3012391871
321,1.8006147146224976,0.0074162909999984095,828446.4565914846
322,1.7902812957763672,0.011184583000016346,549327.5878046611
323,1.7239247560501099,0.009479333000001589,648146.8685612131
324,1.7461401224136353,0.008147333000010804,754111.8056659588
325,1.730934739112854,0.009149041999990004,671545.7203067504
326,1.7387269735336304,0.00817658300002222,751414.1298367918
327,1.7389978170394897,0.007384166999997888,832050.5210678141
328,1.739730715751648,0.006997208000001365,878064.5080150256
329,1.7119098901748657,0.007116291000016872,863371.1016013023
330,1.6879018545150757,0.006913958000012599,888637.159784425
331,1.7883917093276978,0.00676383399999736,908360.5540884649
332,1.6682066917419434,0.008257917000008774,744013.2905178717
333,1.7431527376174927,0.007352207999986149,835667.3260619905
334,1.7054804563522339,0.006977666000011595,880523.6593425066
335,1.6604728698730469,0.008239415999980793,745683.9174055931
336,1.7173337936401367,0.0074406250000151886,825737.0852566093
337,1.6491025686264038,0.007054249999981721,870964.312296264
338,1.7021244764328003,0.007397874999981013,830508.7609638942
339,1.709201693534851,0.009417333999977018,652413.9422064667
340,1.6783891916275024,0.008162333000001354,752725.9669507457
341,1.6539254188537598,0.007044457999995757,872174.9778341642
342,1.6653238534927368,0.008773791999999503,700267.3416466162
343,1.665049433708191,0.008153958999997712,753499.0058205742
344,1.6492489576339722,0.00740650000000187,829541.6188480995
345,1.646593689918518,0.006911958000017648,888894.2901540074
346,1.6373413801193237,0.006799916999995048,903540.440273679
347,1.6025184392929077,0.006796457999996619,904000.2895630425
348,1.649006724357605,0.007546041999972886,814201.6702295159
349,1.6640863418579102,0.00708504199999993,867179.051302739
350,1.6145254373550415,0.007965417000008301,771334.3821162906
351,1.677437663078308,0.008512499999994816,721762.1145378845
352,1.6867765188217163,0.008482749999984662,724293.4189986866
353,1.6396247148513794,0.008424582999992936,729294.2570576078
354,1.5894469022750854,0.0074580829999888465,823804.1866803023
355,1.6139241456985474,0.007091416999998046,866399.4798221135
356,1.6190029382705688,0.007040415999995275,872675.7055270772
357,1.6373895406723022,0.006871499999988373,894127.9196697077
358,1.6083828210830688,0.007448041999992938,824914.7896864471
359,1.5605039596557617,0.006896124999997255,890935.1266113137
360,1.5608059167861938,0.006988790999997718,879122.0112322726
361,1.5767101049423218,0.006909124999992855,889258.7701056724
362,1.565062165260315,0.008083042000009755,760109.8695259267
363,1.528682827949524,0.007166000000012218,857382.0820526828
364,1.535561442375183,0.0069156659999976,888417.6881882573
365,1.5424184799194336,0.0069035420000034264,889977.9272722539
366,1.5929502248764038,0.0071807500000034,855620.9309608454
367,1.59060800075531,0.006981457999984286,880045.4002607806
368,1.5160727500915527,0.006896124999997255,890935.1266113137
369,1.5332361459732056,0.006852999999978238,896541.6605894514
370,1.5968008041381836,0.0069288749999998345,886724.0352871349
371,1.5517581701278687,0.006862250000011727,895333.1633195381
372,1.5692411661148071,0.0068047080000042115,902904.2833279837
373,1.6201610565185547,0.00804695799999422,763518.3382346985
374,1.5156561136245728,0.0080600000000004,762282.8784118728
375,1.5782448053359985,0.007124000000004571,862436.8332391996
376,1.5474414825439453,0.006948332999996865,884240.8675581283
377,1.533374309539795,0.007059333000000834,870337.1834136844
378,1.5518813133239746,0.006868959000001951,894458.6799831322
379,1.5527137517929077,0.007152082999994036,859050.433280084
380,1.5019289255142212,0.007084166999987929,867286.160816151
381,1.5375186204910278,0.006860167000013462,895605.0195261928
382,1.5531917810440063,0.006764416999999412,908282.2658627542
383,1.525474190711975,0.0069060830000182705,889650.4719077002
384,1.5579332113265991,0.007646292000003996,803526.7290337315
385,1.5410677194595337,0.008445875000006708,727455.7106273915
386,1.538866639137268,0.007774333000014622,790292.8778569743
387,1.4223874807357788,0.0071663749999970605,857337.21721268
388,1.5097846984863281,0.007604540999977871,807938.3094940088
389,1.499770164489746,0.007997749999987036,768216.0607683359
390,1.4532090425491333,0.007316499999973303,839745.7800891709
391,1.4444540739059448,0.006863374999994676,895186.4061055627
392,1.444427490234375,0.007144957999997814,859907.0841286792
393,1.4473356008529663,0.007395999999999958,830719.3077339149
394,1.5119152069091797,0.007179790999998659,855735.2156909787
395,1.5209650993347168,0.007084332999994558,867265.8385771419
396,1.458052635192871,0.00707320899999786,868629.7831722291
397,1.4406298398971558,0.008251666000006708,744576.913316051
398,1.4572081565856934,0.006993333999986362,878550.9172037231
399,1.4333696365356445,0.006906750000013062,889564.5564105231
400,1.4142132997512817,0.0070662910000010015,869480.1841587233
401,1.4382281303405762,0.008448125000001028,727261.9664125771
402,1.439688801765442,0.00834454200000323,736289.6609541449
403,1.4502347707748413,0.008416415999988658,730001.9390686344
404,1.4769328832626343,0.007220750000016096,850881.1411538004
405,1.3854814767837524,0.006934000000001106,886068.6472453158
406,1.4551652669906616,0.007222374999997783,850689.6969489795
407,1.4176737070083618,0.009728957999982413,631516.7564718757
408,1.3906326293945312,0.008306916999998748,739624.5803347892
409,1.419213891029358,0.007457040999980791,823919.299896008
410,1.3859630823135376,0.006999167000003581,877818.7461446278
411,1.431631088256836,0.007141708999995444,860298.2843467746
412,1.3488702774047852,0.006996333000017785,878174.3236041483
413,1.384402871131897,0.006796833000009883,903950.4133750331
414,1.398276686668396,0.006809457999992219,902274.4541499516
415,1.3738718032836914,0.007047499999998763,871798.5101101211
416,1.3722079992294312,0.0068684580000137885,894523.9237085916
417,1.3884485960006714,0.0068272089999936725,899928.5066570679
418,1.3591703176498413,0.008064958000005618,761814.2586726082
419,1.3619688749313354,0.007222957999999835,850621.0336540985
420,1.4272994995117188,0.006974250000013171,880954.9413898838
421,1.339497685432434,0.006838250000015478,898475.4871474564
422,1.376317024230957,0.00694633400001976,884495.3323555306
423,1.3483623266220093,0.006759790999979032,908903.8403730319
424,1.3516340255737305,0.007731166999974448,794705.3788930321
425,1.2974858283996582,0.00704083300001912,872624.0204792977
426,1.3754674196243286,0.006887124999991556,892099.3883525466
427,1.3330429792404175,0.006797624999990148,903845.09295657
428,1.336527705192566,0.006847416999960387,897272.650407525
429,1.2866934537887573,0.008251332999975602,744606.9622954456
430,1.3053160905838013,0.007170332999976381,856863.9699188641
431,1.298208236694336,0.0069593750000080945,882837.898517159
432,1.2898486852645874,0.007033375000048636,873549.327308371
433,1.3138889074325562,0.006867458000044735,894654.1791678927
434,1.300988793373108,0.010750625000014224,571501.6568796578
435,1.3154093027114868,0.009194334000028448,668237.6341756771
436,1.3354406356811523,0.007502375000001393,818940.668788065
437,1.282042384147644,0.008338791999960904,736797.3682553547
438,1.324927806854248,0.008518374999994194,721264.3256494564
439,1.3509178161621094,0.00722395799999731,850503.2836572814
440,1.3754056692123413,0.00819204199996193,749996.1548083557
441,1.346838116645813,0.007188040999949408,854753.0544195899
442,1.3244084119796753,0.006970583999986957,881418.2570659068
443,1.3172950744628906,0.007016375000034714,875665.8530893235
444,1.2956312894821167,0.007190707999995993,854436.0304998372
445,1.3063725233078003,0.006840624999995271,898163.5449983368
446,1.2729287147521973,0.006882749999988391,892666.4487320276
447,1.2625073194503784,0.006754292000039186,909643.8235072388
448,1.2790108919143677,0.00679533300001367,904149.951148478
449,1.2299895286560059,0.006881958000008126,892769.1799329123
450,1.2456508874893188,0.0067432919999532714,911127.680670298
451,1.1971988677978516,0.008912833000010778,689343.1078527523
452,1.2466961145401,0.00856712500001322,717160.0741194413
453,1.238716721534729,0.00836149999997815,734796.3882097775
454,1.2983089685440063,0.007484666999971523,820878.2034021522
455,1.2459920644760132,0.008198208000010254,749432.0710077514
456,1.2865756750106812,0.007266334000007646,845543.2959720177
457,1.2658876180648804,0.006978625000044758,880402.6581111028
458,1.2197061777114868,0.006947625000009339,884330.9764116142
459,1.2015479803085327,0.007159333999993578,858180.3838185942
460,1.2404251098632812,0.0072557499999561514,846776.6943509809
461,1.2458115816116333,0.006957666999994672,883054.6216145017
462,1.2040103673934937,0.006875292000017907,893634.77216444
463,1.2248284816741943,0.006867291999981262,894675.8052543512
464,1.199450135231018,0.006765459000007468,908142.3743744835
465,1.2391562461853027,0.006920583999999508,887786.3486665919
466,1.1825248003005981,0.007236334000026545,849048.7033873039
467,1.1625251770019531,0.006887749999975767,892018.438535315
468,1.1951154470443726,0.00694987500003208,884044.6770584565
469,1.195244550704956,0.006772583999975268,907186.9762002858
470,1.1661731004714966,0.006739083000013579,911696.739747473
471,1.2187104225158691,0.006806707999999162,902638.9849543651
472,1.1677074432373047,0.006781125000031807,906044.3510436958
473,1.1714258193969727,0.006788790999962657,905021.2327988585
474,1.1703346967697144,0.007693749999987176,798570.2680760671
475,1.1987556219100952,0.008082290999993802,760180.4983271094
476,1.2008298635482788,0.0074402500000019245,825778.7036723781
477,1.204202651977539,0.007546417000014571,814161.2105437769
478,1.2271853685379028,0.008363792000011472,734595.0257959036
479,1.2088509798049927,0.00818549999996776,750595.5653318916
480,1.151740550994873,0.007030958999962422,873849.4990559377
481,1.1957731246948242,0.007110708000027444,864048.980773263
482,1.2073813676834106,0.007004583000025377,877140.0096162385
483,1.1715389490127563,0.006795624999995198,904111.100892757
484,1.1339598894119263,0.006823250000024927,900450.6650023895
485,1.1173512935638428,0.007125333000033152,862275.4894362711
486,1.1878355741500854,0.007047875000012027,871752.1238656355
487,1.1976317167282104,0.006840040999975372,898240.2298498097
488,1.1300607919692993,0.00689645800002836,890892.1072200736
489,1.179860234260559,0.0066752910000218435,920409.3124898818
490,1.1692519187927246,0.0067082919999847945,915881.4195944252
491,1.1174551248550415,0.006953291999991507,883610.2381443933
492,1.127233624458313,0.006753624999987551,909733.6615538064
493,1.1601771116256714,0.0067022499999893625,916707.0759834013
494,1.0960084199905396,0.0067250000000171894,913605.9479530551
495,1.1848796606063843,0.0067186249999622305,914472.8274065808
496,1.1270543336868286,0.008212207999974908,748154.4549308509
497,1.1654913425445557,0.007309666999958608,840530.7656333443
498,1.1582716703414917,0.007055207999997037,870846.047345816
499,1.145927906036377,0.00683524999999463,898869.8291949566
500,1.1712985038757324,0.006864000000007309,895104.895103942
501,1.12867271900177,0.008248041999991074,744904.0632924334
502,1.1217241287231445,0.008409292000010282,730620.3661369456
503,1.1200580596923828,0.00835154099996771,735672.6141946444
504,1.1608790159225464,0.00723249999998643,849498.7901847947
